Preferred Asset Name,Preferred Domain,Site,Application,Function,Classification,System Type,VM ESX Host
ARCAPP05,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
ARCAPP10,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARCAPP11,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a09cmp03.epiqcorp.com
ARCAPP14,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARCFS06,dmz,54,Relativity,File Server,PROD,Virtual,p054esxhc0119.epiqcorp.com
ARCINVW01,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARCINVW02,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARCINVW03,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARCINVW04,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARCINVW05,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARCINVW06,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp05.epiqcorp.com
ARCINVW07,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARCINVW08,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp02.epiqcorp.com
ARCINVW09,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARCINVW10,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp03.epiqcorp.com
ARCINVW11,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARCLOAD01,rltvarc,54,Relativity,Load Server,PROD,Virtual,p054esxhc0118.epiqcorp.com
ARCLOAD02,rltvarc,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
ARCLOAD03,rltvarc,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp05.epiqcorp.com
ARCLOAD04,rltvarc,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARCLOAD05,rltvarc,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
ARCLOAD06,rltvarc,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARCLOAD07,rltvarc,54,Relativity,Load Server,PROD,Virtual,p054esxhc0117.epiqcorp.com
ARCLOAD08,rltvarc,54,Relativity,Load Server,PROD,Virtual,p0542a09cmp00.epiqcorp.com
ARCLOAD09,rltvarc,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARCLOAD10,rltvarc,54,Relativity,Load Server,PROD,Virtual,p054esxhc0113.epiqcorp.com
ARCLOAD11,rltvarc,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
ARCMFASVR01,dmz,54,Relativity,Processing,PROD,Virtual,p054esxhc0116.epiqcorp.com
ARCSFTP,dmz,54,Serv-U,FTP Server,PROD,Virtual,p054esxhc0117.epiqcorp.com
arcsrv001 (Archive Server for ILM),,Cloud,UNKNOWN,UNKNOWN,UNKNOWN,Virtual,
ARM-P-FILE-01,client,644,Infrastructure / It Utility,File Server,PROD,Virtual,arm-i-esx-01.client.dtiglobal.com
ARM-P-NUIX-01,client,54,Nuix,Application Server,PROD,Virtual,arm-i-esx-01.client.dtiglobal.com
ARM-U-MGMT-01,corp,644,Utility Management Server,Management Server,PROD,Virtual,arm-i-esx-01.client.dtiglobal.com
ARQ2AGENT01,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
ARQ2AGENT02,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp05.epiqcorp.com
ARQ2AGENT03,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2AGENT04,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARQ2AGENT05,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
ARQ2AGENT06,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARQ2AGENT08,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp05.epiqcorp.com
ARQ2AGENT09,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARQ2AGENT10,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp00.epiqcorp.com
ARQ2AGENT11,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2AGENT12,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARQ2AGENT13,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
ARQ2ANLTS01,rltvarc,54,Relativity,Content Analytics,PROD,Virtual,p0542a09cmp03.epiqcorp.com
ARQ2ANLTS02,rltvarc,54,Relativity,Content Analytics,PROD,Virtual,p0542a09cmp03.epiqcorp.com
ARQ2APP01,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
ARQ2APP02,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a09cmp05.epiqcorp.com
ARQ2APP03,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARQ2APP04,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a09cmp00.epiqcorp.com
ARQ2APP06,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARQ2APP07,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
ARQ2APP11,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a09cmp03.epiqcorp.com
ARQ2APP14,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
ARQ2APP15,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
ARQ2APP16,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW01,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp00.epiqcorp.com
ARQ2INVW02,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp05.epiqcorp.com
ARQ2INVW03,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW04,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp00.epiqcorp.com
ARQ2INVW05,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp00.epiqcorp.com
ARQ2INVW06,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW07,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARQ2INVW08,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp00.epiqcorp.com
ARQ2INVW09,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARQ2INVW10,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp00.epiqcorp.com
ARQ2INVW11,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp05.epiqcorp.com
ARQ2INVW12,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARQ2INVW13,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW14,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARQ2INVW15,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp05.epiqcorp.com
ARQ2INVW16,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARQ2INVW17,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp02.epiqcorp.com
ARQ2INVW18,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARQ2INVW19,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARQ2INVW20,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW21,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp02.epiqcorp.com
ARQ2INVW23,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARQ2INVW24,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp05.epiqcorp.com
ARQ2INVW25,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp05.epiqcorp.com
ARQ2INVW26,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp00.epiqcorp.com
ARQ2INVW27,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW28,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW29,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a09cmp05.epiqcorp.com
ARQ2INVW30,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW31,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
ARQ2INVW32,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a10cmp02.epiqcorp.com
ARQ2RELCON01,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARQ2SBQMSC,rltvarc,54,Relativity,Message Broker,PROD,Virtual,p0542a09cmp01.epiqcorp.com
ARQASBAGNT01,rltvarc,54,Relativity,Agent Server (Generic),PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARQASH10,dmz,54,Relativity,UNKNOWN,PROD,Virtual,p054esxhc0113.epiqcorp.com
ARQASH11,dmz,54,Relativity,UNKNOWN,PROD,Virtual,p054esxhc0102.epiqcorp.com
ARQBSH12,dmz,54,Relativity,Load,PROD,Virtual,p054esxhc0109.epiqcorp.com
ARQBSH13,dmz,54,Relativity,Load,PROD,Virtual,p054esxhc0104.epiqcorp.com
ARQCAGENT01,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a07cmp05.epiqcorp.com
ARQCAGENT02,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp03.epiqcorp.com
ARQCAGENT03,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
ARQCAGENT04,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a08cmp02.epiqcorp.com
ARQCAGENT05,rltvarc,54,Relativity,UNKNOWN,PROD,Virtual,p0542a10cmp03.epiqcorp.com
ARQCAGENT06,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a07cmp05.epiqcorp.com
ARQCAGENT07,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a08cmp02.epiqcorp.com
ARQCAGENT08,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a08cmp03.epiqcorp.com
ARQCAGENT09,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a07cmp04.epiqcorp.com
ARQCAGENT10,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a08cmp01.epiqcorp.com
ARQCAGENT11,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a07cmp02.epiqcorp.com
ARQCANLTS01,rltvarc,54,Relativity,Content Analytics,PROD,Virtual,p0542a08cmp01.epiqcorp.com
ARQCANLTS02,rltvarc,54,Relativity,Content Analytics,PROD,Virtual,p0542a08cmp00.epiqcorp.com
ARQCAPP01,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a07cmp02.epiqcorp.com
ARQCAPP02,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp02.epiqcorp.com
ARQCAPP03,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp01.epiqcorp.com
ARQCAPP04,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp00.epiqcorp.com
ARQCAPP05,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp04.epiqcorp.com
ARQCAPP07,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp01.epiqcorp.com
ARQCAPP08,rltvarc,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp01.epiqcorp.com
ARQCCON00,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a07cmp01.epiqcorp.com
ARQCCON01,rltvarc,54,Relativity,Content Analytics,PROD,Virtual,p0542a07cmp05.epiqcorp.com
ARQCINVW01,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a07cmp01.epiqcorp.com
ARQCINVW02,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a08cmp03.epiqcorp.com
ARQCINVW03,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a08cmp02.epiqcorp.com
ARQCINVW04,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a08cmp01.epiqcorp.com
ARQCINVW05,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a07cmp04.epiqcorp.com
ARQCINVW06,rltvarc,54,Relativity,Invariant Worker,PreProd,Virtual,p0542a08cmp03.epiqcorp.com
ARQCINVW07,rltvarc,54,Relativity,Invariant Worker,PROD,Virtual,p0542a08cmp04.epiqcorp.com
ARQCLOAD01,rltvarc,54,Relativity,Load Server,PROD,Virtual,p054esxhc0115.epiqcorp.com
ARQCLOAD02,rltvarc,54,Relativity,Load Server,PROD,Virtual,p054esxhc0109.epiqcorp.com
ARQCLOAD03,rltvarc,54,Relativity,Load Server,PROD,Virtual,p054esxhc0113.epiqcorp.com
ARQCPDF00,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a08cmp00.epiqcorp.com
ARQCPDF01,rltvarc,54,Relativity,Agent Server,PROD,Virtual,p0542a07cmp04.epiqcorp.com
ARQCSQL01,rltvarc,54,Relativity,SQL Server,PROD,Virtual,p054esxhc0103.epiqcorp.com
ARQCSQL02,rltvarc,54,Relativity,SQL Server,PROD,Virtual,p0542a08sql05.epiqcorp.com
ARQCSQL03,rltvarc,54,Relativity,SQL Server,PROD,Virtual,p0542a07sql03.epiqcorp.com
ARQCSQL04,rltvarc,54,Relativity,SQL Server,PROD,Virtual,p0542a07sql03.epiqcorp.com
ARQGW02.dmz.irisds.com,dmz,54,Relativity,Gateway Server,PROD,Virtual,p054esxhc0107.epiqcorp.com
ARQSFTP02,dmz,54,Serv-U,FTP Server,PROD,Virtual,p054esxhc0110.epiqcorp.com
ARTIFACT001,,54,UNKNOWN,UNKNOWN,UNKNOWN,Virtual,p054esxmc0101.epiqcorp.com
ATL-I-ALERTC-01,,72,Infrastructure / It Utility,UNKNOWN,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-I-CENTRI-01,client,72,Rds,Remote Desktop Session Server,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-I-CRPDFS-01,corp,72,Network Management,Dfs Server,NON-PROD,Virtual,atl-i-esx-22.client.dtiglobal.com
ATL-I-CRPDFS-02,corp,72,Network Management,Dfs Server,NON-PROD,Virtual,atl-i-esx-22.client.dtiglobal.com
ATL-I-CRPDFS-03,corp,72,Network Management,Dfs Server,NON-PROD,Virtual,atl-i-esx-24.client.dtiglobal.com
ATL-I-DFS-02,client,72,Network Management,Dfs Server,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-I-DFS-03,dtiad,72,Network Management,Dfs Server,NON-PROD,Virtual,atl-i-esx-04.dtiad.local
ATL-I-DFS-04,dtiad,72,Network Management,Dfs Server,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-I-DOBPRX-02,client,72,Infrastructure / It Utility,UNKNOWN,NON-PROD,Virtual,atl-i-esx-22.client.dtiglobal.com
ATL-I-EYEGLS-01,,72,Infrastructure / It Utility,UNKNOWN,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-I-FILE-03,corp,72,Infrastructure / It Utility,File And Print,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
atl-i-ibmprx-01,amer.epiqcorp.com,72,UNKNOWN,UNKNOWN,PROD,Virtual,atl-i-esx-24.client.dtiglobal.com
ATL-I-RADIUS-01,corp,72,Radius Server,UNKNOWN,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-I-RISC-01,,72,Infrastructure / It Utility,UNKNOWN,NON-PROD,Virtual,atl-i-esx-04.dtiad.local
ATL-I-SANMAN-01,corp,72,Storage Support Server,Management Server,NON-PROD,Virtual,atl-i-esx-04.dtiad.local
ATL-I-SVCNOW-01,corp,72,Servicenow,Web,PROD,Virtual,atl-i-esx-22.client.dtiglobal.com
ATL-I-TFSSAS-01,client,72,Team Foundation Services,UNKNOWN,NON-PROD,Virtual,atl-i-esx-22.client.dtiglobal.com
ATL-P-LAWLIC-01,client,72,Law,License Server,NON-PROD,Virtual,atl-i-esx-04.dtiad.local
ATL-P-NUIXLS-01,client,72,Nuix,Application Server,NON-PROD,Virtual,atl-i-esx-09.dtiad.local
ATL-P-RLRDC-100,dtiad,72,Relativity,Remote Desktop Connection Broker,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-P-VMSVCS-01,amer,72,Vmware,Services Server,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-P-VMSVCS-02,amer,72,Vmware,Services Server,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-T-ASPWF-01,,72,Aspera,UNKNOWN,NON-PROD,Virtual,atl-i-esx-04.dtiad.local
ATL-T-CENTRI-01,,72,Centrify,UNKNOWN,NON-PROD,Virtual,atl-esx5-02.dtiad.local
ATL-U-ASPCLT-02,corp,64,Aspera,UNKNOWN,PROD,Virtual,atl-i-esx-22.client.dtiglobal.com
ATL-U-CLNTFS-01,client,72,Team Foundation Services,FileServer,NON-PROD,Virtual,atl-i-esx-04.dtiad.local
ATL-U-DCNM-01,,72,Network Management,Data Center Network Management,NON-PROD,Virtual,atl-i-esx-24.client.dtiglobal.com
ATL-U-MGMT-01,corp,72,Utility Management Server,Management Server,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-U-NBRAIN-01,corp,72,Net Brain (Poc),UNKNOWN,NON-PROD,Virtual,atl-i-esx-09.dtiad.local
ATL-U-NET-01,,72,Network Management,UNKNOWN,NON-PROD,Virtual,atl-i-esx-02.dtiad.local
ATL-VCLDM-01,,72,Infrastructure / It Utility,UNKNOWN,NON-PROD,Virtual,atl-i-esx-04.dtiad.local
AuditRuleGenerationEngine,,Cloud,UNKNOWN,UNKNOWN,PROD,Virtual,
AuditRuleGenerationNew,,Cloud,UNKNOWN,UNKNOWN,PROD,Virtual,
AUS-C-ALLSQL-01,wordwave,76,Toms,SQL Server,PROD,Virtual,aus-dc1-bl01.wordwave.com.au
AUS-C-DMZ-03,,76,Serv-U,FTP Server,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-C-DMZ-04,,76,spark instant messaging platform,Application Server,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-C-DMZ-06,,76,Lexel Court Reporting Server,Application Server,PROD,Virtual,aus-dc1-bl04.wordwave.com.au
AUS-C-DMZ-07,,76,Lexel Court Reporting Server,Application Server,PROD,Virtual,aus-dc1-bl01.wordwave.com.au
AUS-C-DMZSQL-01,,76,Toms,SQL Server,PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-C-FS-01,wordwave,76,Infrastructure / It Utility,File And Print,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-C-FTP-01,wordwave,76,Serv-U,FTP Server,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-C-ITOMS-01,wordwave,76,Itoms,Application Server,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-C-ITU-11,wordwave,76,Lansweeper,AUS IT Helpdesk Admin Tool,PROD,Virtual,aus-dc1-bl01.wordwave.com.au
AUS-C-ITU-44,wordwave,76,Solarwinds,Polling Server,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-C-SMTP-01,wordwave,76,Smtp Gateway Server,UNKNOWN,PROD,Virtual,aus-dc1-bl01.wordwave.com.au
AUS-C-TMF-02,wordwave,76,Liberty,(TMF) Transcription Audio Portal,PROD,Virtual,aus-dc1-bl01.wordwave.com.au
AUS-C-WEB-01,,76,Itoms,Web Server,PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-D-ALLSQL-60,wordwave,76,Toms,SQL Server,PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-D-APP-60,wordwave,76,Fwc Portal,DEV Fair Work Australia Portal,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-D-APP-88,wordwave,76,Tops,Application Server,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-D-FS-60,wordwave,76,Infrastructure / It Utility,File And Print,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-D-ITOMS-61,wordwave,76,Itoms,Application Server,NON-PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-D-ITOMS-66,wordwave,76,Itoms,Application Server,NON-PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-D-SQL-88,wordwave,76,Toms,SQL Server,Prod,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-D-WEB-61,,76,Itoms,Web Server,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-D-WEB-66,wordwave,76,Liberty,DEV-UAT WEB Access,PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-D-WEB-88,,76,Tops,Application Server,PROD,Virtual,aus-dc1-bl04.wordwave.com.au
AUS-I-APP-11,wordwave,76,Tops,Prod Application Transcript management,PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-I-APP-22,wordwave,76,Servicedesk,Prod/Admin Team Orders Workflow,PROD,Virtual,aus-dc1-bl04.wordwave.com.au
AUS-I-APP-48,wordwave,76,Tops,Prod Application Transcript management,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-I-FS-01,wordwave,76,Infrastructure / It Utility,File And Print,PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-I-TMF-01,wordwave,76,Infrastructure / It Utility,File And Print,PROD,Virtual,aus-dc1-bl01.wordwave.com.au
AUS-I-TMF-02,wordwave,76,Liberty,TMF,Prod,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-I-TMF-03,wordwave,76,Liberty,(TMF) Transcription Audio Portal,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-I-TMF-04,wordwave,76,Liberty,TMF,Prod,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-I-TMF-05,wordwave,76,Liberty,(TMF) Transcription Audio Portal,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-I-TMF-06,wordwave,76,Liberty,(TMF) Transcription Audio Portal,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-I-TMF-07,wordwave,76,Liberty,(TMF) Transcription Audio Portal,PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-I-WEB-02,wordwave,76,Speechmatics,AI Audio Transcription - Possible Decomm,PROD,Virtual,aus-dc1-bl02.wordwave.com.au
AUS-I-WEB-03,wordwave,76,Liberty,(TMF) Transcription Audio Portal,PROD,Virtual,aus-dc1-bl04.wordwave.com.au
AUS-I-WEB-48,wordwave,76,Tops,Web,PROD,Virtual,aus-dc1-bl04.wordwave.com.au
AUS-MOVERE01,wordwave,76,Movere,Data Collection,PROD,Virtual,aus-dc1-bl04.wordwave.com.au
AUS-T-APP-68,wordwave,76,Tops,UAT Application Transcript management,PROD,Virtual,aus-dc1-bl03.wordwave.com.au
AUS-T-WEB-68,wordwave.com.au,76,UNKNOWN,Web,Prod,Virtual,aus-dc1-bl01.wordwave.com.au
AWSCLI,,Cloud,UNKNOWN,UNKNOWN,UNKNOWN,Virtual,
AZ-CLT01,settlementplan,659,UNKNOWN,Azure,PROD,Virtual,grgncvh01.settlementplan.local
AZ-Datagw-01,,Cloud,UNKNOWN,UNKNOWN,PROD,Virtual,
AZ-DC02,settlementplan,Cloud,Active Directory,Domain Controller,Prod,Virtual,
az-dwhgis-01,settlementplan.local,Cloud,Dwh Portal,UNKNOWN,PROD,Virtual,
az-dwhsql-01,settlementplan.local,Cloud,Dwh Portal,SQL,PROD,Virtual,
az-dwhweb-01,settlementplan.local,Cloud,Dwh Portal,Web Server,PROD,Virtual,
AZ-GFRGNAS-01,settlementplan.local,Cloud,Infrastructure / It Utility,File Server,PROD,Virtual,
az-mon-01,settlementplan.local,Cloud,UNKNOWN,UNKNOWN,NON-PROD,Virtual,
AZ-QAWFE-01,settlementplan.local,Cloud,UNKNOWN,UNKNOWN,NON-PROD,Virtual,
AZ-Services-01,settlementplan,659,UNKNOWN,UNKNOWN,NON-PROD,Virtual,grgncvh01.settlementplan.local
AZ-SERVICES-02,settlementplan,659,UNKNOWN,UNKNOWN,NON-PROD,Virtual,grgncvh07.settlementplan.local
AZSQLMON,settlementplan.local,Cloud,Corporate Utility,SQL Monitoring Server,PROD,Virtual,
az-sqlprod-01,settlementplan.local,Cloud,Settlement plan,SQL,PROD,Virtual,
azsqlqa01,settlementplan.local,Cloud,Grg Qu,SQL,PROD,Virtual,
az-ts-01,settlementplan.local,Cloud,UNKNOWN,UNKNOWN,PROD,Virtual,
AZ-TS-02,settlementplan.local,Cloud,UNKNOWN,UNKNOWN,PROD,Virtual,
Azure Configuration Server - P194CR00ACS01,,Cloud,UNKNOWN,UNKNOWN,UNKNOWN,Virtual,
base2012_vlan3008,,54,UNKNOWN,UNKNOWN,NON-PROD,Virtual,p054esxcc0305.epiqcorp.com
BastianHost - ALTO,,Cloud,UNKNOWN,UNKNOWN,UNKNOWN,Virtual,
BastianHost - CE,,Cloud,UNKNOWN,UNKNOWN,UNKNOWN,Virtual,
BK-AnsibleController1,,Cloud,UNKNOWN,UNKNOWN,UNKNOWN,Virtual,
BK-ASRTemp,,Cloud,UNKNOWN,UNKNOWN,UNKNOWN,Virtual,
BLDSVRL001,,54,build server,Utility - General,UNKNOWN,Virtual,p054esxmc0101.epiqcorp.com
CA016-SCFTP02,ranger,54,Ipswitch,FTP,PROD,Virtual,p054esxcc0306.epiqcorp.com
CA016-SCRDS01,ranger,54,Rds,Remote Desktop Session Server,PROD,Virtual,p054esxcc0302.epiqcorp.com
